,,,,
,,,,
,,,,
Local,DIRECCION,Latitud,Longitud,NÚMERO
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",167
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",168
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",169
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",170
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",171
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",172
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",173
FACULTAD DE INFORMACION Y COMUNICACION,"SAN SALVADOR 1944 ESQ. JUAN D. JACKSON, Montevideo, Uruguay","-34,9115832","-56,1729341",174
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",175
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",176
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",177
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",178
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",179
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",180
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",181
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",182
AULARIO FACULTAD DE CIENCIAS ECONÓMICAS Y DE ADMINISTRACIÓN,"AV. GONZALO RAMÍREZ 1915 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9120332","-56,1735721",183
LICEO Nº 5,"CABO POLONIO  2107 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,9104636","-56,1690708",184
LICEO Nº 5,"CABO POLONIO  2107 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,9104636","-56,1690708",185
LICEO Nº 5,"CABO POLONIO  2107 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,9104636","-56,1690708",186
LICEO Nº 5,"CABO POLONIO  2107 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,9104636","-56,1690708",187
LICEO Nº 5,"CABO POLONIO  2107 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,9104636","-56,1690708",188
LICEO Nº 5,"CABO POLONIO  2107 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,9104636","-56,1690708",189
LICEO Nº 4 ,"DURAZNO   2116 ESQ. REQUENA, Montevideo, Uruguay","-34,9094535","-56,1685641",190
LICEO Nº 4 ,"DURAZNO   2116 ESQ. REQUENA, Montevideo, Uruguay","-34,9094535","-56,1685641",191
LICEO Nº 4 ,"DURAZNO   2116 ESQ. REQUENA, Montevideo, Uruguay","-34,9094535","-56,1685641",192
LICEO Nº 4 ,"DURAZNO   2116 ESQ. REQUENA, Montevideo, Uruguay","-34,9094535","-56,1685641",193
LICEO Nº 4 ,"DURAZNO   2116 ESQ. REQUENA, Montevideo, Uruguay","-34,9094535","-56,1685641",194
LICEO Nº 4 ,"DURAZNO   2116 ESQ. REQUENA, Montevideo, Uruguay","-34,9094535","-56,1685641",195
PREUNIVERSITARIO SAN FELIPE Y SANTIAGO,"DR. PABLO DE MARÍA 929 ESQ. AV. GONZALO RAMÍREZ, Montevideo, Uruguay","-34,9120217","-56,1705632",196
PREUNIVERSITARIO SAN FELIPE Y SANTIAGO,"DR. PABLO DE MARÍA 929 ESQ. AV. GONZALO RAMÍREZ, Montevideo, Uruguay","-34,9120217","-56,1705632",197
ESCUELA Nº 4 ,"CANELONES 2095 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,907021","-56,169893",198
ESCUELA Nº 4 ,"CANELONES 2095 ESQ. DR. JOAQUÍN DE SALTERAIN, Montevideo, Uruguay","-34,907021","-56,169893",199
LICEO Nº 35,"EDUARDO ACEVEDO S/N ESQ. JOSÉ E. RODÓ, Montevideo, Uruguay","-34,9038688","-56,1752432",200
LICEO Nº 35,"EDUARDO ACEVEDO S/N ESQ. JOSÉ E. RODÓ, Montevideo, Uruguay","-34,9038688","-56,1752432",201
LICEO Nº 35  GIMNASIO,"GUAYABO  1824  ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9073704","-56,1743498",202
LICEO Nº 35  GIMNASIO,"GUAYABO  1824  ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9073704","-56,1743498",203
ESCUELA Nº 209,"AV. FERNÁNDEZ CRESPO 1722 ESQ. AV. URUGUAY, Montevideo, Uruguay","-34,8987436","-56,1773092",204
ESCUELA Nº 209,"AV. FERNÁNDEZ CRESPO 1722 ESQ. AV. URUGUAY, Montevideo, Uruguay","-34,8987436","-56,1773092",205
I.N.J.U.,"AV. 18 DE JULIO 1865 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9017563","-56,1760004",206
I.N.J.U.,"AV. 18 DE JULIO 1865 ESQ. EDUARDO ACEVEDO, Montevideo, Uruguay","-34,9017563","-56,1760004",207
ESCUELA Nº 61 ,"LA PAZ 2184 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay","-34,8848249","-56,1740098",208
ESCUELA Nº 61 ,"LA PAZ 2184 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay","-34,8848249","-56,1740098",209
ESCUELA Nº 61 ,"LA PAZ 2184 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay","-34,8848249","-56,1740098",210
ESCUELA Nº 61 ,"LA PAZ 2184 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay","-34,8848249","-56,1740098",211
COLEGIO Y LICEO JUAN XXIII,"MERCEDES 1769 ESQ. GABOTO, Montevideo, Uruguay","-34,9037096","-56,1780311",212
COLEGIO Y LICEO JUAN XXIII,"MERCEDES 1769 ESQ. GABOTO, Montevideo, Uruguay","-34,9037096","-56,1780311",213
FACULTAD DE PSICOLOGÍA,"AV. URUGUAY 1821 ESQ. TRISTÁN NARVAJA, Montevideo, Uruguay","-34,8997286","-56,1786505",214
FACULTAD DE PSICOLOGÍA,"AV. URUGUAY 1821 ESQ. TRISTÁN NARVAJA, Montevideo, Uruguay","-34,8997286","-56,1786505",215
FACULTAD DE PSICOLOGÍA,"AV. URUGUAY 1821 ESQ. TRISTÁN NARVAJA, Montevideo, Uruguay","-34,8997286","-56,1786505",216
FACULTAD DE PSICOLOGÍA,"AV. URUGUAY 1821 ESQ. TRISTÁN NARVAJA, Montevideo, Uruguay","-34,8997286","-56,1786505",217
FACULTAD DE PSICOLOGÍA,"AV. URUGUAY 1821 ESQ. TRISTÁN NARVAJA, Montevideo, Uruguay","-34,8997286","-56,1786505",218
LICEO Nº 68,"DR. SALVADOR FERRER SERRA  2011 ESQ. CONSTITUCIÓN, Montevideo, Uruguay","-34,8953121","-56,1752919",219
LICEO Nº 68,"DR. SALVADOR FERRER SERRA  2011 ESQ. CONSTITUCIÓN, Montevideo, Uruguay","-34,8953121","-56,1752919",220
LICEO Nº 68,"DR. SALVADOR FERRER SERRA  2011 ESQ. CONSTITUCIÓN, Montevideo, Uruguay","-34,8953121","-56,1752919",221
BIBLIOTECA POPULAR JOSÉ MOROSOLI,"EDUARDO VÍCTOR HAEDO S/N ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay","-34,8979834","-56,1725084",222
MISIÓN VIDA PARA LAS NACIONES,"AV. 8 DE OCTUBRE  2335  ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay","-34,8959684","-56,1654784",223
MISIÓN VIDA PARA LAS NACIONES,"AV. 8 DE OCTUBRE  2335  ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay","-34,8959684","-56,1654784",224
LICEO Nº 27  Nº 34 ,"AV. 18 DE JULIO  2205  ESQ. ALEJANDRO BEISSO, Montevideo, Uruguay","-34,8982703","-56,1676373",225
LICEO Nº 27  Nº 34 ,"AV. 18 DE JULIO  2205  ESQ. ALEJANDRO BEISSO, Montevideo, Uruguay","-34,8982703","-56,1676373",226
LICEO Nº 27  Nº 34 ,"AV. 18 DE JULIO  2205  ESQ. ALEJANDRO BEISSO, Montevideo, Uruguay","-34,8982703","-56,1676373",227
CLUB BANCO HIPOTECARIO,"COLONIA 2189 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8978161","-56,1688806",228
CLUB BANCO HIPOTECARIO,"COLONIA 2189 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8978161","-56,1688806",229
CLUB BANCO HIPOTECARIO,"COLONIA 2189 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8978161","-56,1688806",230
CLUB BANCO HIPOTECARIO,"COLONIA 2189 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8978161","-56,1688806",231
ESCUELA LOGOSÓFICA,"AV. DR. MANUEL ALBO 2729 ESQ. AV. 8 DE OCTUBRE, Montevideo, Uruguay","-34,8903197","-56,1599236",232
ESCUELA LOGOSÓFICA,"AV. DR. MANUEL ALBO 2729 ESQ. AV. 8 DE OCTUBRE, Montevideo, Uruguay","-34,8903197","-56,1599236",233
ESCUELA LOGOSÓFICA,"AV. DR. MANUEL ALBO 2729 ESQ. AV. 8 DE OCTUBRE, Montevideo, Uruguay","-34,8903197","-56,1599236",234
ESCUELA LOGOSÓFICA,"AV. DR. MANUEL ALBO 2729 ESQ. AV. 8 DE OCTUBRE, Montevideo, Uruguay","-34,8903197","-56,1599236",235
FEDERACIÓN URUGUAYA DE LA SALUD,"LUIS SAMBUCETTI 2685 ESQ. AV. GRAL. GARIBALDI, Montevideo, Uruguay","-34,8908294","-56,1580771",236
FEDERACIÓN URUGUAYA DE LA SALUD,"LUIS SAMBUCETTI 2685 ESQ. AV. GRAL. GARIBALDI, Montevideo, Uruguay","-34,8908294","-56,1580771",237
FEDERACIÓN URUGUAYA DE LA SALUD,"LUIS SAMBUCETTI 2685 ESQ. AV. GRAL. GARIBALDI, Montevideo, Uruguay","-34,8908294","-56,1580771",238
FUNDACIÓN LOGOSÓFICA,"AV. 8 DE OCTUBRE 2662 ESQ. AV. GRAL. GARIBALDI, Montevideo, Uruguay","-34,8906149","-56,1604183",239
LICEO Nº 8 ,"AV. 8 DE OCTUBRE  2619 ESQ. AV. GRAL. JOSÉ GARIBALDI, Montevideo, Uruguay","-34,8904822","-56,1615424",240
LICEO Nº 8 ,"AV. 8 DE OCTUBRE  2619 ESQ. AV. GRAL. JOSÉ GARIBALDI, Montevideo, Uruguay","-34,8904822","-56,1615424",241
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",242
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",243
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",244
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",245
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",246
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",247
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",248
UNIVERSIDAD CATÓLICA,"CORNELIO CANTERA 2731 ESQ. ESTERO BELLACO, Montevideo, Uruguay","-34,8888764","-56,1586532",249
LICEO Nº 3,"JAIME CIBILS  2878  ESQ. AV. CENTENARIO, Montevideo, Uruguay","-34,8876113","-56,1545103",250
LICEO Nº 3,"JAIME CIBILS  2878  ESQ. AV. CENTENARIO, Montevideo, Uruguay","-34,8876113","-56,1545103",251
LICEO Nº 3,"JAIME CIBILS  2878  ESQ. AV. CENTENARIO, Montevideo, Uruguay","-34,8876113","-56,1545103",252
LICEO Nº 3,"JAIME CIBILS  2878  ESQ. AV. CENTENARIO, Montevideo, Uruguay","-34,8876113","-56,1545103",253
LICEO Nº 3,"JAIME CIBILS  2878  ESQ. AV. CENTENARIO, Montevideo, Uruguay","-34,8876113","-56,1545103",254
LICEO Nº 3,"JAIME CIBILS  2878  ESQ. AV. CENTENARIO, Montevideo, Uruguay","-34,8876113","-56,1545103",255
INSTITUTO CRANDON INICIAL Y PRIMARIA,"JUAN RAMÓN GÓMEZ   2706 ESQ. AV. GRAL. JOSÉ GARIBALDI, Montevideo, Uruguay","-34,8878328","-56,1614661",256
INSTITUTO CRANDON INICIAL Y PRIMARIA,"JUAN RAMÓN GÓMEZ   2706 ESQ. AV. GRAL. JOSÉ GARIBALDI, Montevideo, Uruguay","-34,8878328","-56,1614661",257
INSTITUTO CRANDON INICIAL Y PRIMARIA,"JUAN RAMÓN GÓMEZ   2706 ESQ. AV. GRAL. JOSÉ GARIBALDI, Montevideo, Uruguay","-34,8878328","-56,1614661",258
INSTITUTO CRANDON INICIAL Y PRIMARIA,"JUAN RAMÓN GÓMEZ   2706 ESQ. AV. GRAL. JOSÉ GARIBALDI, Montevideo, Uruguay","-34,8878328","-56,1614661",259
ESCUELA Nº 231 ,"JUAN RAMÓN GÓMEZ 3082 ESQ. MARIANO MORENO, Montevideo, Uruguay","-34,881326","-56,1557608",260
ESCUELA Nº 231 ,"JUAN RAMÓN GÓMEZ 3082 ESQ. MARIANO MORENO, Montevideo, Uruguay","-34,881326","-56,1557608",261
ESCUELA Nº 231 ,"JUAN RAMÓN GÓMEZ 3082 ESQ. MARIANO MORENO, Montevideo, Uruguay","-34,881326","-56,1557608",262
ESCUELA Nº 231 ,"JUAN RAMÓN GÓMEZ 3082 ESQ. MARIANO MORENO, Montevideo, Uruguay","-34,881326","-56,1557608",263
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",264
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",265
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",266
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",267
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",268
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",269
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",270
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",271
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",272
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",273
COLEGIO SANTA MARÍA,"AV. 8 DE OCTUBRE 2966 ESQ. JAIME CIBILS, Montevideo, Uruguay","-34,8847388","-56,1558186",274
COLEGIO SANTO DOMINGO  INICIAL,"MARIO CASSINONI 1429 ESQ. PALMAR, Montevideo, Uruguay","-34,9014514","-56,1656114",275
COLEGIO SANTO DOMINGO  INICIAL,"MARIO CASSINONI 1429 ESQ. PALMAR, Montevideo, Uruguay","-34,9014514","-56,1656114",276
COLEGIO SANTO DOMINGO  INICIAL,"MARIO CASSINONI 1429 ESQ. PALMAR, Montevideo, Uruguay","-34,9014514","-56,1656114",277
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",278
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",279
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",280
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",281
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",282
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",283
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",284
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",285
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",286
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",287
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",288
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",289
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",290
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",291
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",292
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",293
FACULTAD DE ARQUITECTURA,"BV. GRAL. ARTIGAS 1031 ESQ. BV. ESPAÑA, Montevideo, Uruguay","-34,9100175","-56,1637121",294
SAINT BRENDAN`S SCHOOL,"AV. GRAL. RIVERA 2314 ESQ. DR. MARIO CASSINONI, Montevideo, Uruguay","-34,9024263","-56,1650204",295
SAINT BRENDAN`S SCHOOL,"AV. GRAL. RIVERA 2314 ESQ. DR. MARIO CASSINONI, Montevideo, Uruguay","-34,9024263","-56,1650204",296
SAINT BRENDAN`S SCHOOL,"AV. GRAL. RIVERA 2314 ESQ. DR. MARIO CASSINONI, Montevideo, Uruguay","-34,9024263","-56,1650204",297
INSTITUTO DE FORMACIÓN EN EDUCACIÓN SOCIAL  I.F.E.S.,"AV. 18 DE JULIO  2128 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8993879","-56,169119",298
INSTITUTO DE FORMACIÓN EN EDUCACIÓN SOCIAL  I.F.E.S.,"AV. 18 DE JULIO  2128 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8993879","-56,169119",299
INSTITUTO DE FORMACIÓN EN EDUCACIÓN SOCIAL  I.F.E.S.,"AV. 18 DE JULIO  2128 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8993879","-56,169119",300
INSTITUTO DE FORMACIÓN EN EDUCACIÓN SOCIAL  I.F.E.S.,"AV. 18 DE JULIO  2128 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8993879","-56,169119",301
EDIFICIO POLIFUNCIONAL,"SDA. ING. NELSON LANDONI S/N ESQ. AV. JULIO HERRERA Y REISSIG, Montevideo, Uruguay","-34,917297","-56,1658143",302
EDIFICIO POLIFUNCIONAL,"SDA. ING. NELSON LANDONI S/N ESQ. AV. JULIO HERRERA Y REISSIG, Montevideo, Uruguay","-34,917297","-56,1658143",303
EDIFICIO POLIFUNCIONAL,"SDA. ING. NELSON LANDONI S/N ESQ. AV. JULIO HERRERA Y REISSIG, Montevideo, Uruguay","-34,917297","-56,1658143",304
EDIFICIO POLIFUNCIONAL,"SDA. ING. NELSON LANDONI S/N ESQ. AV. JULIO HERRERA Y REISSIG, Montevideo, Uruguay","-34,917297","-56,1658143",305
EDIFICIO POLIFUNCIONAL,"SDA. ING. NELSON LANDONI S/N ESQ. AV. JULIO HERRERA Y REISSIG, Montevideo, Uruguay","-34,917297","-56,1658143",306
EDIFICIO POLIFUNCIONAL,"SDA. ING. NELSON LANDONI S/N ESQ. AV. JULIO HERRERA Y REISSIG, Montevideo, Uruguay","-34,917297","-56,1658143",307
FACULTAD DE INGENIERÍA,"AV. JULIO HERRERA Y REISSIG S/N ESQ. SDA. ING. NELSON LANDONI, Montevideo, Uruguay","-34,9153405","-56,1657864",308
FACULTAD DE INGENIERÍA,"AV. JULIO HERRERA Y REISSIG S/N ESQ. SDA. ING. NELSON LANDONI, Montevideo, Uruguay","-34,9153405","-56,1657864",309
SAINT BRENDAN'S SCHOOL,"JOAQUÍN NÚÑEZ 2784 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9175586","-56,1574232",310
SAINT BRENDAN'S SCHOOL,"JOAQUÍN NÚÑEZ 2784 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9175586","-56,1574232",311
SAINT BRENDAN'S SCHOOL,"JOAQUÍN NÚÑEZ 2784 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9175586","-56,1574232",312
SAINT BRENDAN'S SCHOOL,"JOAQUÍN NÚÑEZ 2784 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9175586","-56,1574232",313
SAINT BRENDAN'S SCHOOL,"JOAQUÍN NÚÑEZ 2784 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9175586","-56,1574232",314
COLEGIO Y LICEO LATINOAMERICANO,"ECHEVERRÍA  532 ESQ. IBIRAY, Montevideo, Uruguay","-34,9167315","-56,163798",315
COLEGIO Y LICEO LATINOAMERICANO,"ECHEVERRÍA  532 ESQ. IBIRAY, Montevideo, Uruguay","-34,9167315","-56,163798",316
COLEGIO Y LICEO LATINOAMERICANO,"ECHEVERRÍA  532 ESQ. IBIRAY, Montevideo, Uruguay","-34,9167315","-56,163798",317
COLEGIO Y LICEO LATINOAMERICANO,"ECHEVERRÍA  532 ESQ. IBIRAY, Montevideo, Uruguay","-34,9167315","-56,163798",318
COLEGIO Y LICEO LATINOAMERICANO,"ECHEVERRÍA  532 ESQ. IBIRAY, Montevideo, Uruguay","-34,9167315","-56,163798",319
YAVNE,"CAVIA 2800 ESQ. LIBERTAD, Montevideo, Uruguay","-34,9101316","-56,1553389",320
YAVNE,"CAVIA 2800 ESQ. LIBERTAD, Montevideo, Uruguay","-34,9101316","-56,1553389",321
YAVNE,"CAVIA 2800 ESQ. LIBERTAD, Montevideo, Uruguay","-34,9101316","-56,1553389",322
SAINT BRENDAN`S SCHOOL,"BV. GRAL. ARTIGAS 444 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9210328","-56,1617764",323
SAINT BRENDAN`S SCHOOL,"BV. GRAL. ARTIGAS 444 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9210328","-56,1617764",324
SAINT BRENDAN`S SCHOOL,"BV. GRAL. ARTIGAS 444 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9210328","-56,1617764",325
SAINT BRENDAN`S SCHOOL,"BV. GRAL. ARTIGAS 444 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9210328","-56,1617764",326
SAINT BRENDAN`S SCHOOL,"BV. GRAL. ARTIGAS 444 ESQ. LUIS DE LA TORRE, Montevideo, Uruguay","-34,9210328","-56,1617764",327
COLEGIO Y LICEO SAN JUAN BAUTISTA,"LUIS CAVIA 2830 ESQ. SANTIAGO VÁZQUEZ, Montevideo, Uruguay","-34,9107912","-56,1544987",328
COLEGIO Y LICEO SAN JUAN BAUTISTA,"LUIS CAVIA 2830 ESQ. SANTIAGO VÁZQUEZ, Montevideo, Uruguay","-34,9107912","-56,1544987",329
COLEGIO Y LICEO SAN JUAN BAUTISTA,"LUIS CAVIA 2830 ESQ. SANTIAGO VÁZQUEZ, Montevideo, Uruguay","-34,9107912","-56,1544987",330
COLEGIO Y LICEO SAN JUAN BAUTISTA,"LUIS CAVIA 2830 ESQ. SANTIAGO VÁZQUEZ, Montevideo, Uruguay","-34,9107912","-56,1544987",331
COLEGIO Y LICEO SAN JUAN BAUTISTA,"LUIS CAVIA 2830 ESQ. SANTIAGO VÁZQUEZ, Montevideo, Uruguay","-34,9107912","-56,1544987",332
COLEGIO Y LICEO SAN JUAN BAUTISTA,"LUIS CAVIA 2830 ESQ. SANTIAGO VÁZQUEZ, Montevideo, Uruguay","-34,9107912","-56,1544987",333
SAINT ANDREW'S SCHOOL,"LUIS CAVIA 2799 ESQ. LIBERTAD, Montevideo, Uruguay","-34,9099839","-56,1548108",334
